iter	RMSE
957	162.8652482
958	162.7602516
959	162.7591007
960	162.6930884
961	162.5186935
962	162.472349
963	162.4712596
964	162.437385
965	162.3334995
966	162.2413569
967	162.1883415
968	162.0227912
969	161.9750679
970	161.9293093
971	161.8754497
972	161.8325562
973	161.7809739
974	161.7799546
975	161.6982136
976	161.5957955
977	161.4379645
978	161.356391
979	161.2722426
980	161.2253715
981	161.1802596
982	161.0392037
983	161.00821
984	160.8752188
985	160.8742266
986	160.8153097
987	160.7597338
988	160.7587851
989	160.6898133
990	160.6534787
991	160.571378
992	160.4800982
993	160.3899468
994	160.3890459
995	160.3161313
996	160.2295094
997	160.1375137
998	160.0802013
999	159.9717302
